Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,installment_rate,personal_status,other_debtors,property,age,installment_plan,housing,existing_credits,default,dependents,foreign_worker,job,gender,residence_history_months,employment_length_months,telephone_flag,purpose_grouped,employment_stable,employment_risk,residence_stable,residence_risk,stability_score
907,61.0,36,repaid,3711,0.0,2,married,none,other,27,none,own,1,0,1,yes,skilled employee,male,6,30,0,education,1,0,0,0,20.4
908,0.0,15,delayed,3594,64.0,1,single,none,building society savings,46,none,own,2,0,1,yes,unskilled resident,female,6,6,0,car (used),0,0,0,0,6.0
909,104.0,9,repaid,3195,0.0,1,single,none,real estate,33,none,own,1,0,1,yes,unskilled resident,female,6,30,0,car (new),1,0,0,0,20.4
910,0.0,36,delayed,4454,13.0,4,single,none,real estate,34,none,own,2,0,1,yes,skilled employee,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
911,144.0,24,critical,4736,50.0,2,single,none,other,25,bank,own,1,1,1,yes,unskilled resident,female,96,0,0,furniture,0,1,1,0,38.400000000000006
912,50.0,30,repaid,2991,0.0,2,single,none,other,25,none,own,1,0,1,yes,skilled employee,female,96,120,0,radio/tv,1,0,1,0,110.4
913,0.0,11,repaid,2142,10664.0,1,divorced,none,real estate,28,none,own,1,0,1,yes,skilled employee,male,6,120,1,business,1,0,0,0,74.4
914,-4.0,24,fully repaid this bank,3161,12.0,4,single,none,building society savings,31,none,rent,1,1,1,yes,skilled employee,male,6,30,1,business,1,0,0,0,20.4
915,135.0,48,fully repaid,18424,74.0,1,single,none,building society savings,32,bank,own,1,1,1,no,mangement self-employed,female,6,30,1,others,1,0,0,0,20.4
916,0.0,10,repaid,2848,231.0,1,single,co-applicant,real estate,32,none,own,1,0,2,yes,skilled employee,male,6,30,0,car (used),1,0,0,0,20.4
917,-41.0,6,repaid,14896,92.0,1,single,none,other,68,bank,own,1,1,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
918,-21.0,24,repaid,2359,402.0,1,divorced,none,building society savings,33,none,own,1,1,1,yes,skilled employee,male,6,0,0,furniture,0,1,0,0,2.4000000000000004
919,-41.0,24,repaid,3345,3.0,4,single,none,building society savings,39,none,rent,1,1,1,yes,mangement self-employed,male,6,120,1,furniture,1,0,0,0,74.4
920,0.0,18,critical,1817,27.0,4,single,none,other,28,none,own,2,0,1,yes,skilled employee,female,6,30,0,furniture,1,0,0,0,20.4
921,0.0,48,delayed,12749,553.0,4,single,none,other,37,none,own,1,0,1,yes,mangement self-employed,male,6,66,1,radio/tv,1,0,0,0,42.0
922,-11.0,9,repaid,1366,45.0,3,single,none,building society savings,22,none,rent,1,1,1,yes,skilled employee,female,96,6,0,radio/tv,0,0,1,0,42.00000000000001
923,24.0,12,repaid,2002,59.0,3,single,none,building society savings,30,none,rent,1,0,2,yes,skilled employee,male,96,66,1,car (new),1,0,1,0,78.0
924,-6.0,24,fully repaid this bank,6872,32.0,2,divorced,none,building society savings,55,bank,own,1,1,1,yes,skilled employee,male,6,6,1,furniture,0,0,0,0,6.0
925,-1.0,12,fully repaid this bank,697,24.0,4,single,none,other,46,bank,own,2,1,1,yes,skilled employee,male,6,6,1,car (new),0,0,0,0,6.0
926,-46.0,18,critical,1049,28.0,4,single,none,building society savings,21,none,rent,1,0,1,yes,skilled employee,female,96,6,0,furniture,0,0,1,0,42.00000000000001
927,-3.0,48,repaid,10297,45.0,4,single,none,other,39,stores,for free,3,1,2,yes,skilled employee,male,96,66,1,car (used),1,0,1,0,78.0
928,0.0,30,repaid,1867,0.0,4,single,none,other,58,none,own,1,0,1,yes,skilled employee,male,96,120,1,radio/tv,1,0,1,0,110.4
929,-14.0,12,delayed,1344,84.0,4,single,none,real estate,43,none,own,2,0,2,yes,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
930,-13.0,24,repaid,1747,83.0,4,single,co-applicant,building society savings,24,none,own,1,0,1,no,unskilled resident,male,6,6,0,furniture,0,0,0,0,6.0
931,61.0,9,repaid,1670,60.0,4,single,none,other,22,none,own,1,1,1,yes,skilled employee,female,6,6,1,radio/tv,0,0,0,0,6.0
932,0.0,9,critical,1224,17.0,3,single,none,real estate,30,none,own,2,0,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
933,0.0,12,critical,522,632.0,4,single,none,building society savings,42,none,own,2,0,2,yes,skilled employee,male,96,120,1,radio/tv,1,0,1,0,110.4
934,-49.0,12,repaid,1498,26.0,4,single,none,other,23,bank,own,1,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
935,73.0,30,delayed,1919,353.0,4,single,none,other,30,stores,own,2,1,1,yes,mangement self-employed,male,24,6,0,radio/tv,0,0,1,0,13.200000000000001
936,778.0,9,repaid,745,14.0,3,single,none,real estate,28,none,own,1,1,1,yes,unskilled resident,female,6,30,0,radio/tv,1,0,0,0,20.4
937,5.0,6,repaid,2063,13.0,4,married,none,other,30,none,rent,1,0,1,yes,mangement self-employed,male,24,6,1,radio/tv,0,0,1,0,13.200000000000001
938,196.0,60,repaid,6288,46.0,4,single,none,other,42,none,for free,1,1,1,yes,skilled employee,male,60,30,0,education,1,0,1,0,42.0
939,0.0,24,critical,6842,0.0,2,single,none,building society savings,46,none,own,2,0,2,yes,mangement self-employed,male,96,30,1,car (used),1,0,1,0,56.400000000000006
940,0.0,12,repaid,3527,0.0,2,single,none,building society savings,45,none,own,1,0,2,yes,mangement self-employed,male,24,6,1,car (new),0,0,1,0,13.200000000000001
941,0.0,10,repaid,1546,31.0,3,single,none,real estate,31,none,own,1,0,2,no,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
942,0.0,24,repaid,929,0.0,4,single,none,other,31,stores,own,1,0,1,yes,skilled employee,male,6,66,1,furniture,1,0,0,0,42.0
943,0.0,4,critical,1455,34.0,2,single,none,real estate,42,none,own,3,0,2,yes,unskilled resident,male,6,66,0,car (new),1,0,0,0,42.0
944,-9.0,15,repaid,1845,17.0,4,single,guarantor,building society savings,46,none,rent,1,0,1,yes,skilled employee,female,6,6,0,furniture,0,0,0,0,6.0
945,151.0,48,fully repaid,8358,579.0,1,single,none,other,30,none,own,2,0,1,yes,skilled employee,female,6,6,0,car (new),0,0,0,0,6.0
946,-34.0,24,fully repaid this bank,3349,783.0,4,single,none,other,30,none,for free,1,1,2,yes,skilled employee,male,96,6,1,furniture,0,0,1,0,42.00000000000001
947,0.0,12,repaid,2859,0.0,4,single,none,other,38,none,own,1,0,1,yes,mangement self-employed,male,96,0,1,car (new),0,1,1,0,38.400000000000006
948,0.0,18,repaid,1533,63.0,4,married,co-applicant,building society savings,43,none,own,1,1,2,yes,unskilled resident,male,6,6,0,furniture,0,0,0,0,6.0
949,0.0,24,repaid,3621,475.0,2,single,none,other,31,none,own,2,1,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
950,130.0,18,critical,3590,61.0,3,married,none,other,40,none,own,3,0,2,yes,unemployed non-resident,male,24,0,1,business,0,1,1,0,9.600000000000001
951,-28.0,36,delayed,2145,70.0,2,single,none,other,24,none,own,2,1,1,yes,skilled employee,male,6,66,1,business,1,0,0,0,42.0
952,124.0,24,repaid,4113,595.0,3,single,none,other,28,none,rent,1,1,1,yes,skilled employee,female,96,0,0,car (used),0,1,1,0,38.400000000000006
953,0.0,36,repaid,10974,84.0,4,single,none,other,26,none,own,2,1,1,yes,mangement self-employed,female,6,0,1,furniture,0,1,0,0,2.4000000000000004
954,-47.0,12,repaid,1893,73.0,4,single,guarantor,building society savings,29,none,own,1,0,1,yes,skilled employee,female,96,30,1,car (new),1,0,1,0,56.400000000000006
955,-21.0,24,critical,1231,1675.0,4,single,none,building society savings,57,none,rent,2,0,1,yes,mangement self-employed,female,96,120,1,radio/tv,1,0,1,0,110.4
956,713.0,30,critical,3656,0.0,4,single,none,building society savings,49,stores,own,2,0,1,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
957,177.0,9,critical,1154,82.0,2,single,none,real estate,37,none,own,3,0,1,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
958,-47.0,28,repaid,4006,89.0,3,single,none,other,45,none,own,1,1,1,yes,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
959,175.0,24,repaid,3069,172.0,4,single,none,other,30,none,for free,1,0,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
960,0.0,6,critical,1740,4.0,2,married,none,real estate,30,none,rent,2,0,1,yes,skilled employee,male,6,120,0,radio/tv,1,0,0,0,74.4
961,21.0,21,delayed,2353,56.0,1,divorced,none,building society savings,47,none,own,2,0,1,yes,skilled employee,male,96,30,0,car (new),1,0,1,0,56.400000000000006
962,0.0,15,repaid,3556,0.0,3,single,none,other,29,none,own,1,0,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
963,0.0,24,repaid,2397,674.0,3,single,none,other,35,bank,own,2,1,1,yes,skilled employee,male,6,120,1,radio/tv,1,0,0,0,74.4
964,73.0,6,repaid,454,15.0,3,married,none,building society savings,22,none,own,1,0,1,yes,unskilled resident,male,6,6,0,repairs,0,0,0,0,6.0
965,42.0,30,repaid,1715,0.0,4,single,none,other,26,none,own,1,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
966,188.0,27,critical,2520,691.0,4,single,none,building society savings,23,none,own,2,1,1,yes,unskilled resident,male,6,30,0,radio/tv,1,0,0,0,20.4
967,0.0,15,repaid,3568,25.0,4,single,none,other,54,bank,rent,1,0,1,yes,mangement self-employed,female,6,66,1,radio/tv,1,0,0,0,42.0
968,0.0,42,repaid,7166,0.0,2,married,none,building society savings,29,none,rent,1,0,1,yes,skilled employee,male,96,66,1,radio/tv,1,0,1,0,78.0
969,-28.0,11,critical,3939,56.0,1,single,none,real estate,40,none,own,2,0,2,yes,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
970,112.0,15,repaid,1514,421.0,4,single,guarantor,real estate,22,none,own,1,0,1,yes,skilled employee,male,6,30,0,repairs,1,0,0,0,20.4
971,0.0,24,repaid,7393,98.0,1,single,none,building society savings,43,none,own,1,0,2,yes,unskilled resident,male,96,30,0,car (new),1,0,1,0,56.400000000000006
972,-49.0,24,fully repaid this bank,1193,19.0,1,single,co-applicant,other,29,none,rent,2,1,1,yes,unemployed non-resident,female,96,0,0,car (new),0,1,1,0,38.400000000000006
973,-44.0,60,repaid,7297,23.0,4,single,co-applicant,other,36,none,rent,1,1,1,yes,skilled employee,male,96,120,0,business,1,0,1,0,110.4
974,0.0,30,critical,2831,47.0,4,single,none,other,33,none,own,1,0,1,yes,skilled employee,female,6,30,1,radio/tv,1,0,0,0,20.4
975,661.0,24,repaid,1258,572.0,3,single,none,other,57,none,own,1,0,1,yes,unskilled resident,female,60,30,0,radio/tv,1,0,1,0,42.0
976,121.0,6,repaid,753,89.0,2,single,guarantor,real estate,64,none,own,1,0,1,yes,skilled employee,female,24,30,0,radio/tv,1,0,1,0,27.6
977,161.0,18,delayed,2427,0.0,4,single,none,building society savings,42,none,own,2,0,1,yes,skilled employee,male,6,120,0,business,1,0,0,0,74.4
978,0.0,24,delayed,2538,42.0,4,single,none,other,47,none,own,2,1,2,yes,unskilled resident,male,96,120,0,car (new),1,0,1,0,110.4
979,118.0,15,fully repaid this bank,1264,208.0,2,married,none,building society savings,25,none,rent,1,1,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
980,185.0,30,critical,8386,84.0,2,single,none,building society savings,49,none,own,1,1,1,yes,skilled employee,male,6,66,0,furniture,1,0,0,0,42.0
981,0.0,48,repaid,4844,14.0,3,single,none,other,33,bank,rent,1,1,1,yes,mangement self-employed,male,6,0,1,business,0,1,0,0,2.4000000000000004
982,431.0,21,repaid,2923,239.0,1,single,none,other,28,bank,own,1,0,1,yes,mangement self-employed,female,6,30,1,car (new),1,0,0,0,20.4
983,-33.0,36,repaid,8229,85.0,2,single,none,building society savings,26,none,own,1,1,2,yes,skilled employee,male,6,30,0,car (used),1,0,0,0,20.4
984,0.0,24,critical,2028,5.0,2,single,none,building society savings,30,none,own,2,0,1,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
985,-44.0,15,critical,1433,91.0,4,single,none,building society savings,25,none,rent,2,0,1,yes,skilled employee,female,24,30,0,furniture,1,0,1,0,27.6
986,739.0,42,fully repaid,6289,42.0,2,divorced,none,building society savings,33,none,own,2,0,1,yes,skilled employee,male,6,6,0,business,0,0,0,0,6.0
987,0.0,13,repaid,1409,447.0,2,single,none,real estate,64,none,own,1,0,1,yes,skilled employee,female,96,0,0,radio/tv,0,1,1,0,38.400000000000006
988,-12.0,24,repaid,6579,21.0,4,single,none,other,29,none,for free,1,0,1,yes,mangement self-employed,male,6,0,1,car (used),0,1,0,0,2.4000000000000004
989,97.0,24,critical,1743,40.0,4,single,none,building society savings,48,none,own,2,0,1,yes,unskilled resident,male,6,120,0,radio/tv,1,0,0,0,74.4
990,0.0,12,critical,3565,0.0,2,single,none,building society savings,37,none,own,2,0,2,yes,unskilled resident,male,6,6,0,education,0,0,0,0,6.0
991,0.0,15,fully repaid this bank,1569,455.0,4,single,none,other,34,bank,own,1,0,2,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
992,-37.0,18,repaid,1936,0.0,2,married,none,other,23,none,rent,2,0,1,yes,unskilled resident,male,96,66,0,radio/tv,1,0,1,0,78.0
993,-18.0,36,repaid,3959,75.0,4,single,none,building society savings,30,none,own,1,0,1,yes,mangement self-employed,male,24,0,1,furniture,0,1,1,0,9.600000000000001
994,0.0,12,repaid,2390,0.0,4,single,none,other,50,none,own,1,0,1,yes,skilled employee,male,24,120,1,car (new),1,0,1,0,81.6
995,0.0,12,repaid,1736,48.0,3,single,none,real estate,31,none,own,1,0,1,yes,unskilled resident,female,96,30,0,furniture,1,0,1,0,56.400000000000006
996,-30.0,30,repaid,3857,20.0,4,divorced,none,building society savings,40,none,own,1,0,1,yes,mangement self-employed,male,60,30,1,car (used),1,0,1,0,42.0
997,0.0,12,repaid,804,44.0,4,single,none,other,38,none,own,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
998,-18.0,45,repaid,1845,31.0,4,single,none,other,23,none,for free,1,1,1,yes,skilled employee,male,96,30,1,radio/tv,1,0,1,0,56.400000000000006
999,194.0,45,critical,4576,128.0,3,single,none,other,27,none,own,1,0,1,yes,skilled employee,male,96,0,0,car (used),0,1,1,0,38.400000000000006
